=============================================================================================
Intra-Node Communication

Performance for Process Count: 2
For message size: 2^9 	Recursive Doubling and Brucks Algorithm: 2.5063878308702688e-05		Ring Algorithm: 4.390873158349229e-05
For message size: 2^10 	Recursive Doubling and Brucks Algorithm: 4.6503746372253524e-05		Ring Algorithm: 6.534859964704313e-05
For message size: 2^0 	Recursive Doubling and Brucks Algorithm: 5.586858333333332e-05		Ring Algorithm: 0.00028240658333333326
For message size: 2^1 	Recursive Doubling and Brucks Algorithm: 6.817216666666666e-05		Ring Algorithm: 0.00029471016666666664
For message size: 2^2 	Recursive Doubling and Brucks Algorithm: 9.277933333333332e-05		Ring Algorithm: 0.00031931733333333327
For message size: 2^3 	Recursive Doubling and Brucks Algorithm: 0.00014199366666666665		Ring Algorithm: 0.0003685316666666666
For message size: 2^4 	Recursive Doubling and Brucks Algorithm: 0.00024042233333333333		Ring Algorithm: 0.00046696033333333325
For message size: 2^5 	Recursive Doubling and Brucks Algorithm: 0.00043727966666666664		Ring Algorithm: 0.0006638176666666667
For message size: 2^6 	Recursive Doubling and Brucks Algorithm: 0.0008309943333333333		Ring Algorithm: 0.0010575323333333333
For message size: 2^7 	Recursive Doubling and Brucks Algorithm: 0.0016184236666666667		Ring Algorithm: 0.0018449616666666667
For message size: 2^8 	Recursive Doubling and Brucks Algorithm: 0.0031932823333333336		Ring Algorithm: 0.0034198203333333332
For message size: 2^9 	Recursive Doubling and Brucks Algorithm: 0.0063429996666666665		Ring Algorithm: 0.006569537666666667

Performance for Process Count: 64
For message size: 2^0 	Recursive Doubling and Brucks Algorithm: 4.433912576944547e-06		Ring Algorithm: 4.5747629371675606e-05
For message size: 2^1 	Recursive Doubling and Brucks Algorithm: 4.5190128597068765e-06		Ring Algorithm: 4.5832729654437935e-05
For message size: 2^2 	Recursive Doubling and Brucks Algorithm: 4.689213425231537e-06		Ring Algorithm: 4.60029302199626e-05
For message size: 2^3 	Recursive Doubling and Brucks Algorithm: 5.0296145562808574e-06		Ring Algorithm: 4.6343331351011916e-05
For message size: 2^4 	Recursive Doubling and Brucks Algorithm: 5.710416818379498e-06		Ring Algorithm: 4.7024133613110555e-05
For message size: 2^5 	Recursive Doubling and Brucks Algorithm: 7.0720213425767785e-06		Ring Algorithm: 4.838573813730784e-05
For message size: 2^6 	Recursive Doubling and Brucks Algorithm: 9.795230390971341e-06		Ring Algorithm: 5.11089471857024e-05
For message size: 2^7 	Recursive Doubling and Brucks Algorithm: 1.5241648487760465e-05		Ring Algorithm: 5.655536528249153e-05
For message size: 2^8 	Recursive Doubling and Brucks Algorithm: 2.6134484681338715e-05		Ring Algorithm: 6.744820147606978e-05
For message size: 2^9 	Recursive Doubling and Brucks Algorithm: 4.792015706849521e-05		Ring Algorithm: 8.923387386322628e-05
For message size: 2^10 	Recursive Doubling and Brucks Algorithm: 9.14915018428082e-05		Ring Algorithm: 0.00013280521863753928
For message size: 2^0 	Recursive Doubling and Brucks Algorithm: 7.728205645161288e-05		Ring Algorithm: 0.0005739230564516128
For message size: 2^1 	Recursive Doubling and Brucks Algorithm: 0.00010228611290322579		Ring Algorithm: 0.0005989271129032256
For message size: 2^2 	Recursive Doubling and Brucks Algorithm: 0.00015229422580645158		Ring Algorithm: 0.0006489352258064515
For message size: 2^3 	Recursive Doubling and Brucks Algorithm: 0.0002523104516129032		Ring Algorithm: 0.000748951451612903
For message size: 2^4 	Recursive Doubling and Brucks Algorithm: 0.00045234290322580643		Ring Algorithm: 0.0009489839032258062
For message size: 2^5 	Recursive Doubling and Brucks Algorithm: 0.0008524078064516129		Ring Algorithm: 0.0013490488064516128
For message size: 2^6 	Recursive Doubling and Brucks Algorithm: 0.0016525376129032257		Ring Algorithm: 0.0021491786129032254
For message size: 2^7 	Recursive Doubling and Brucks Algorithm: 0.003252797225806451		Ring Algorithm: 0.003749438225806451
For message size: 2^8 	Recursive Doubling and Brucks Algorithm: 0.006453316451612903		Ring Algorithm: 0.006949957451612903
For message size: 2^9 	Recursive Doubling and Brucks Algorithm: 0.012854354903225805		Ring Algorithm: 0.013350995903225806
