=============================================================================================
Intra-Node Communication

Performance for Process Count: 2
For message size: 2^11 	Recursive Doubling: 2.060111827956989e-05		Binomial Tree Algorithm: 4.120223655913978e-05		Rabenseifner's Algorithm: 3.723333870967741e-05
For message size: 2^12 	Recursive Doubling: 2.377623655913978e-05		Binomial Tree Algorithm: 4.755247311827956e-05		Rabenseifner's Algorithm: 3.961467741935483e-05
For message size: 2^13 	Recursive Doubling: 3.0126473118279565e-05		Binomial Tree Algorithm: 6.025294623655913e-05		Rabenseifner's Algorithm: 4.437735483870967e-05
For message size: 2^14 	Recursive Doubling: 4.282694623655913e-05		Binomial Tree Algorithm: 8.565389247311826e-05		Rabenseifner's Algorithm: 5.390270967741934e-05
For message size: 2^15 	Recursive Doubling: 6.822789247311827e-05		Binomial Tree Algorithm: 0.00013645578494623654		Rabenseifner's Algorithm: 7.29534193548387e-05
For message size: 2^16 	Recursive Doubling: 0.00011902978494623655		Binomial Tree Algorithm: 0.0002380595698924731		Rabenseifner's Algorithm: 0.00011105483870967742
For message size: 2^17 	Recursive Doubling: 0.0002206335698924731		Binomial Tree Algorithm: 0.0004412671397849462		Rabenseifner's Algorithm: 0.00018725767741935482
For message size: 2^18 	Recursive Doubling: 0.00042384113978494626		Binomial Tree Algorithm: 0.0008476822795698925		Rabenseifner's Algorithm: 0.00033966335483870966
For message size: 2^19 	Recursive Doubling: 0.0008302562795698924		Binomial Tree Algorithm: 0.0016605125591397849		Rabenseifner's Algorithm: 0.0006444747096774194
For message size: 2^20 	Recursive Doubling: 0.001643086559139785		Binomial Tree Algorithm: 0.00328617311827957		Rabenseifner's Algorithm: 0.0012540974193548386

Performance for Process Count: 8
For message size: 2^0 	Recursive Doubling: 2.206825302429139e-06		Binomial Tree Algorithm: 4.413650604858278e-06		Rabenseifner's Algorithm: 4.367723468129401e-06
For message size: 2^1 	Recursive Doubling: 2.239244457767169e-06		Binomial Tree Algorithm: 4.478488915534339e-06		Rabenseifner's Algorithm: 4.386634642076586e-06
For message size: 2^2 	Recursive Doubling: 2.3040827684432306e-06		Binomial Tree Algorithm: 4.608165536886461e-06		Rabenseifner's Algorithm: 4.424456989970955e-06
For message size: 2^3 	Recursive Doubling: 2.4337593897953524e-06		Binomial Tree Algorithm: 4.867518779590705e-06		Rabenseifner's Algorithm: 4.500101685759692e-06
For message size: 2^4 	Recursive Doubling: 2.6931126324995963e-06		Binomial Tree Algorithm: 5.386225264999193e-06		Rabenseifner's Algorithm: 4.651391077337168e-06
For message size: 2^5 	Recursive Doubling: 3.2118191179080846e-06		Binomial Tree Algorithm: 6.423638235816169e-06		Rabenseifner's Algorithm: 4.953969860492119e-06
For message size: 2^6 	Recursive Doubling: 4.2492320887250605e-06		Binomial Tree Algorithm: 8.498464177450121e-06		Rabenseifner's Algorithm: 5.5591274268020225e-06
For message size: 2^7 	Recursive Doubling: 6.324058030359012e-06		Binomial Tree Algorithm: 1.2648116060718024e-05		Rabenseifner's Algorithm: 6.769442559421827e-06
For message size: 2^8 	Recursive Doubling: 1.0473709913626917e-05		Binomial Tree Algorithm: 2.0947419827253834e-05		Rabenseifner's Algorithm: 9.190072824661437e-06
For message size: 2^9 	Recursive Doubling: 1.8773013680162724e-05		Binomial Tree Algorithm: 3.754602736032545e-05		Rabenseifner's Algorithm: 1.403133335514066e-05
For message size: 2^10 	Recursive Doubling: 3.537162121323434e-05		Binomial Tree Algorithm: 7.074324242646868e-05		Rabenseifner's Algorithm: 2.3713854416099102e-05
For message size: 2^11 	Recursive Doubling: 3.5664354838709674e-05		Binomial Tree Algorithm: 7.132870967741935e-05		Rabenseifner's Algorithm: 5.78344569892473e-05
For message size: 2^12 	Recursive Doubling: 4.5189709677419346e-05		Binomial Tree Algorithm: 9.037941935483869e-05		Rabenseifner's Algorithm: 6.339091397849461e-05
For message size: 2^13 	Recursive Doubling: 6.424041935483869e-05		Binomial Tree Algorithm: 0.0001284808387096774		Rabenseifner's Algorithm: 7.450382795698924e-05
For message size: 2^14 	Recursive Doubling: 0.00010234183870967741		Binomial Tree Algorithm: 0.00020468367741935481		Rabenseifner's Algorithm: 9.672965591397849e-05
For message size: 2^15 	Recursive Doubling: 0.0001785446774193548		Binomial Tree Algorithm: 0.0003570893548387097		Rabenseifner's Algorithm: 0.000141181311827957
For message size: 2^16 	Recursive Doubling: 0.0003309503548387097		Binomial Tree Algorithm: 0.0006619007096774194		Rabenseifner's Algorithm: 0.000230084623655914
For message size: 2^17 	Recursive Doubling: 0.0006357617096774194		Binomial Tree Algorithm: 0.0012715234193548387		Rabenseifner's Algorithm: 0.000407891247311828
For message size: 2^18 	Recursive Doubling: 0.0012453844193548386		Binomial Tree Algorithm: 0.002490768838709677		Rabenseifner's Algorithm: 0.000763504494623656
For message size: 2^19 	Recursive Doubling: 0.0024646298387096775		Binomial Tree Algorithm: 0.004929259677419355		Rabenseifner's Algorithm: 0.001474730989247312
For message size: 2^20 	Recursive Doubling: 0.004903120677419355		Binomial Tree Algorithm: 0.009806241354838709		Rabenseifner's Algorithm: 0.0028971839784946237

Performance for Process Count: 16
For message size: 2^0 	Recursive Doubling: 2.9856592770228924e-06		Binomial Tree Algorithm: 5.971318554045785e-06		Rabenseifner's Algorithm: 5.838940336415494e-06
For message size: 2^1 	Recursive Doubling: 3.0721103579243073e-06		Binomial Tree Algorithm: 6.144220715848615e-06		Rabenseifner's Algorithm: 5.879464280588032e-06
For message size: 2^2 	Recursive Doubling: 3.2450125197271368e-06		Binomial Tree Algorithm: 6.4900250394542735e-06		Rabenseifner's Algorithm: 5.9605121689331085e-06
For message size: 2^3 	Recursive Doubling: 3.5908168433327952e-06		Binomial Tree Algorithm: 7.1816336866655904e-06		Rabenseifner's Algorithm: 6.12260794562326e-06
For message size: 2^4 	Recursive Doubling: 4.2824254905441126e-06		Binomial Tree Algorithm: 8.564850981088225e-06		Rabenseifner's Algorithm: 6.446799499003566e-06
For message size: 2^5 	Recursive Doubling: 5.665642784966747e-06		Binomial Tree Algorithm: 1.1331285569933495e-05		Rabenseifner's Algorithm: 7.095182605764176e-06
For message size: 2^6 	Recursive Doubling: 8.432077373812017e-06		Binomial Tree Algorithm: 1.6864154747624033e-05		Rabenseifner's Algorithm: 8.391948819285396e-06
For message size: 2^7 	Recursive Doubling: 1.3964946551502556e-05		Binomial Tree Algorithm: 2.792989310300511e-05		Rabenseifner's Algorithm: 1.0985481246327837e-05
For message size: 2^8 	Recursive Doubling: 2.503068490688363e-05		Binomial Tree Algorithm: 5.006136981376726e-05		Rabenseifner's Algorithm: 1.6172546100412714e-05
For message size: 2^9 	Recursive Doubling: 4.716216161764579e-05		Binomial Tree Algorithm: 9.432432323529157e-05		Rabenseifner's Algorithm: 2.6546675808582476e-05
For message size: 2^10 	Recursive Doubling: 9.14251150391701e-05		Binomial Tree Algorithm: 0.0001828502300783402		Rabenseifner's Algorithm: 4.7294935224922e-05
For message size: 2^11 	Recursive Doubling: 6.025294623655913e-05		Binomial Tree Algorithm: 0.00012050589247311826		Rabenseifner's Algorithm: 8.161069354838708e-05
For message size: 2^12 	Recursive Doubling: 8.565389247311826e-05		Binomial Tree Algorithm: 0.00017130778494623653		Rabenseifner's Algorithm: 9.351738709677417e-05
For message size: 2^13 	Recursive Doubling: 0.00013645578494623654		Binomial Tree Algorithm: 0.0002729115698924731		Rabenseifner's Algorithm: 0.00011733077419354837
For message size: 2^14 	Recursive Doubling: 0.0002380595698924731		Binomial Tree Algorithm: 0.0004761191397849462		Rabenseifner's Algorithm: 0.00016495754838709677
For message size: 2^15 	Recursive Doubling: 0.0004412671397849462		Binomial Tree Algorithm: 0.0008825342795698924		Rabenseifner's Algorithm: 0.0002602110967741935
For message size: 2^16 	Recursive Doubling: 0.0008476822795698925		Binomial Tree Algorithm: 0.001695364559139785		Rabenseifner's Algorithm: 0.0004507181935483871
For message size: 2^17 	Recursive Doubling: 0.0016605125591397849		Binomial Tree Algorithm: 0.0033210251182795698		Rabenseifner's Algorithm: 0.0008317323870967742
For message size: 2^18 	Recursive Doubling: 0.00328617311827957		Binomial Tree Algorithm: 0.00657234623655914		Rabenseifner's Algorithm: 0.0015937607741935485
For message size: 2^19 	Recursive Doubling: 0.00653749423655914		Binomial Tree Algorithm: 0.01307498847311828		Rabenseifner's Algorithm: 0.0031178175483870967
For message size: 2^20 	Recursive Doubling: 0.01304013647311828		Binomial Tree Algorithm: 0.02608027294623656		Rabenseifner's Algorithm: 0.006165931096774194

Performance for Process Count: 32
For message size: 2^0 	Recursive Doubling: 3.8401379474053845e-06		Binomial Tree Algorithm: 7.680275894810767e-06		Rabenseifner's Algorithm: 7.33176997492694e-06
For message size: 2^1 	Recursive Doubling: 4.056265649658921e-06		Binomial Tree Algorithm: 8.11253129931784e-06		Rabenseifner's Algorithm: 7.415519459550186e-06
For message size: 2^2 	Recursive Doubling: 4.488521054165994e-06		Binomial Tree Algorithm: 8.977042108331987e-06		Rabenseifner's Algorithm: 7.583018428796676e-06
For message size: 2^3 	Recursive Doubling: 5.3530318631801405e-06		Binomial Tree Algorithm: 1.0706063726360281e-05		Rabenseifner's Algorithm: 7.918016367289659e-06
For message size: 2^4 	Recursive Doubling: 7.082053481208434e-06		Binomial Tree Algorithm: 1.4164106962416868e-05		Rabenseifner's Algorithm: 8.588012244275623e-06
For message size: 2^5 	Recursive Doubling: 1.0540096717265021e-05		Binomial Tree Algorithm: 2.1080193434530043e-05		Rabenseifner's Algorithm: 9.92800399824755e-06
For message size: 2^6 	Recursive Doubling: 1.7456183189378194e-05		Binomial Tree Algorithm: 3.491236637875639e-05		Rabenseifner's Algorithm: 1.2607987506191405e-05
For message size: 2^7 	Recursive Doubling: 3.128835613360454e-05		Binomial Tree Algorithm: 6.257671226720909e-05		Rabenseifner's Algorithm: 1.7967954522079113e-05
For message size: 2^8 	Recursive Doubling: 5.8952702022057234e-05		Binomial Tree Algorithm: 0.00011790540404411447		Rabenseifner's Algorithm: 2.8687888553854533e-05
For message size: 2^9 	Recursive Doubling: 0.00011428139379896262		Binomial Tree Algorithm: 0.00022856278759792524		Rabenseifner's Algorithm: 5.0127756617405376e-05
For message size: 2^10 	Recursive Doubling: 0.0002249387773527734		Binomial Tree Algorithm: 0.0004498775547055468		Rabenseifner's Algorithm: 9.300749274450705e-05
For message size: 2^11 	Recursive Doubling: 0.00010706736559139784		Binomial Tree Algorithm: 0.00021413473118279567		Rabenseifner's Algorithm: 0.00011173716666666664
For message size: 2^12 	Recursive Doubling: 0.00017056973118279568		Binomial Tree Algorithm: 0.00034113946236559136		Rabenseifner's Algorithm: 0.00013634433333333331
For message size: 2^13 	Recursive Doubling: 0.0002975744623655914		Binomial Tree Algorithm: 0.0005951489247311827		Rabenseifner's Algorithm: 0.00018555866666666664
For message size: 2^14 	Recursive Doubling: 0.0005515839247311828		Binomial Tree Algorithm: 0.0011031678494623654		Rabenseifner's Algorithm: 0.0002839873333333333
For message size: 2^15 	Recursive Doubling: 0.0010596028494623657		Binomial Tree Algorithm: 0.002119205698924731		Rabenseifner's Algorithm: 0.00048084466666666666
For message size: 2^16 	Recursive Doubling: 0.002075640698924731		Binomial Tree Algorithm: 0.004151281397849462		Rabenseifner's Algorithm: 0.0008745593333333333
For message size: 2^17 	Recursive Doubling: 0.0041077163978494625		Binomial Tree Algorithm: 0.008215432795698923		Rabenseifner's Algorithm: 0.0016619886666666666
For message size: 2^18 	Recursive Doubling: 0.008171867795698924		Binomial Tree Algorithm: 0.01634373559139785		Rabenseifner's Algorithm: 0.0032368473333333333
For message size: 2^19 	Recursive Doubling: 0.01630017059139785		Binomial Tree Algorithm: 0.03260034118279569		Rabenseifner's Algorithm: 0.006386564666666667
For message size: 2^20 	Recursive Doubling: 0.0325567761827957		Binomial Tree Algorithm: 0.0651135523655914		Rabenseifner's Algorithm: 0.012685999333333333

Performance for Process Count: 64
For message size: 2^0 	Recursive Doubling: 4.867518779590705e-06		Binomial Tree Algorithm: 9.73503755918141e-06		Rabenseifner's Algorithm: 8.867825153889093e-06
For message size: 2^1 	Recursive Doubling: 5.386225264999193e-06		Binomial Tree Algorithm: 1.0772450529998385e-05		Rabenseifner's Algorithm: 9.038025719413753e-06
For message size: 2^2 	Recursive Doubling: 6.423638235816169e-06		Binomial Tree Algorithm: 1.2847276471632339e-05		Rabenseifner's Algorithm: 9.378426850463074e-06
For message size: 2^3 	Recursive Doubling: 8.498464177450121e-06		Binomial Tree Algorithm: 1.6996928354900242e-05		Rabenseifner's Algorithm: 1.0059229112561715e-05
For message size: 2^4 	Recursive Doubling: 1.2648116060718024e-05		Binomial Tree Algorithm: 2.529623212143605e-05		Rabenseifner's Algorithm: 1.1420833636758996e-05
For message size: 2^5 	Recursive Doubling: 2.0947419827253834e-05		Binomial Tree Algorithm: 4.189483965450767e-05		Rabenseifner's Algorithm: 1.4144042685153557e-05
For message size: 2^6 	Recursive Doubling: 3.754602736032545e-05		Binomial Tree Algorithm: 7.50920547206509e-05		Rabenseifner's Algorithm: 1.9590460781942682e-05
For message size: 2^7 	Recursive Doubling: 7.074324242646868e-05		Binomial Tree Algorithm: 0.00014148648485293736		Rabenseifner's Algorithm: 3.048329697552093e-05
For message size: 2^8 	Recursive Doubling: 0.00013713767255875515		Binomial Tree Algorithm: 0.0002742753451175103		Rabenseifner's Algorithm: 5.226896936267743e-05
For message size: 2^9 	Recursive Doubling: 0.0002699265328233281		Binomial Tree Algorithm: 0.0005398530656466562		Rabenseifner's Algorithm: 9.584031413699042e-05
For message size: 2^10 	Recursive Doubling: 0.000535504253352474		Binomial Tree Algorithm: 0.001071008506704948		Rabenseifner's Algorithm: 0.0001829830036856164
For message size: 2^11 	Recursive Doubling: 0.00020468367741935481		Binomial Tree Algorithm: 0.00040936735483870963		Rabenseifner's Algorithm: 0.00015456411290322577
For message size: 2^12 	Recursive Doubling: 0.0003570893548387096		Binomial Tree Algorithm: 0.0007141787096774194		Rabenseifner's Algorithm: 0.00020457222580645159
For message size: 2^13 	Recursive Doubling: 0.0006619007096774194		Binomial Tree Algorithm: 0.0013238014193548387		Rabenseifner's Algorithm: 0.00030458845161290317
For message size: 2^14 	Recursive Doubling: 0.0012715234193548387		Binomial Tree Algorithm: 0.0025430468387096774		Rabenseifner's Algorithm: 0.0005046209032258064
For message size: 2^15 	Recursive Doubling: 0.002490768838709677		Binomial Tree Algorithm: 0.004981537677419354		Rabenseifner's Algorithm: 0.0009046858064516129
For message size: 2^16 	Recursive Doubling: 0.004929259677419355		Binomial Tree Algorithm: 0.00985851935483871		Rabenseifner's Algorithm: 0.0017048156129032257
For message size: 2^17 	Recursive Doubling: 0.00980624135483871		Binomial Tree Algorithm: 0.019612482709677418		Rabenseifner's Algorithm: 0.0033050752258064514
For message size: 2^18 	Recursive Doubling: 0.01956020470967742		Binomial Tree Algorithm: 0.03912040941935484		Rabenseifner's Algorithm: 0.006505594451612902
For message size: 2^19 	Recursive Doubling: 0.039068131419354835		Binomial Tree Algorithm: 0.07813626283870968		Rabenseifner's Algorithm: 0.012906632903225806
For message size: 2^20 	Recursive Doubling: 0.07808398483870968		Binomial Tree Algorithm: 0.15616796967741936		Rabenseifner's Algorithm: 0.02570870980645161
